Date,sentiment,close,open,volume,close_delta,open_delta,sentiment_lag,positions
2019-05-14,0.14533387350450844,283.4,281.99,77003230.0,,,,hold
2019-05-13,0.2292080719733782,280.86,282.42,127290527.0,-0.008962597035991449,0.0015248767686797393,0.14533387350450844,hold
2019-05-12,0.1857411668902897,,,,0.0,0.0,0.2292080719733782,hold
2019-05-11,0.24392439249148434,,,,0.0,0.0,0.1857411668902897,hold
2019-05-10,0.16718608389661022,288.1,285.62,112429293.0,0.02577796767072571,0.011330642305785732,0.24392439249148434,hold
2019-05-09,0.07037131519274377,286.66,285.23,103471104.0,-0.004998264491495985,-0.0013654505986975263,0.16718608389661022,hold
2019-05-08,0.07295008868446369,287.53,287.53,91568287.0,0.00303495430126266,0.008063667917119322,0.07037131519274377,sell
2019-05-07,0.1693539395275506,287.93,290.15,144729908.0,0.001391159183389723,0.009112092651201609,0.07295008868446369,sell
2019-05-06,0.2490088215488216,292.82,289.25,107198069.0,0.016983294550758865,-0.0031018438738582566,0.1693539395275506,hold
2019-05-05,0.18608221019721022,,,,0.0,0.0,0.2490088215488216,hold
2019-05-04,0.251989926143152,,,,0.0,0.0,0.18608221019721022,hold
2019-05-03,0.2839813852813852,294.03,292.82,56543653.0,0.004132231404958553,0.012342264477095855,0.251989926143152,hold
2019-05-02,0.13539696969696968,291.18,291.68,65030170.0,-0.009692888480767103,-0.003893176695580869,0.2839813852813852,hold
2019-05-01,0.09733387445887445,291.81,294.72,71671870.0,0.00216361013805888,0.01042238069116852,0.13539696969696968,hold
2019-04-30,0.19470361159092678,294.02,293.49,81111733.0,0.007573421061649599,-0.004173452768729713,0.09733387445887445,sell
2019-04-29,0.21650355088207532,293.87,293.51,57197747.0,-0.0005101693762328274,6.814542233124499e-05,0.19470361159092678,hold
2019-04-28,0.22878352963174386,,,,0.0,0.0,0.21650355088207532,hold
2019-04-27,0.3030988323359646,,,,0.0,0.0,0.22878352963174386,hold
2019-04-26,0.3242651459221227,293.41,292.1,50916423.0,-0.0015653179977540566,-0.004803924908861612,0.3030988323359646,buy
2019-04-25,0.27118895724158876,292.05,292.12,57770862.0,-0.004635152176135859,6.846970215668158e-05,0.3242651459221227,buy
2019-04-24,0.12372887749375844,292.23,292.79,50392914.0,0.0006163328197226203,0.002293577981651529,0.27118895724158876,hold
2019-04-23,0.216457671957672,292.88,290.68,52246633.0,0.0022242753995140863,-0.007206530277673484,0.12372887749375844,hold
2019-04-22,0.24932802719452388,290.27,289.17,40160140.0,-0.008911499590275929,-0.005194715838722996,0.216457671957672,hold
2019-04-21,0.27699038228085837,,,,0.0,0.0,0.24932802719452388,hold
2019-04-20,0.2857611277611278,,,,0.0,0.0,0.27699038228085837,hold
2019-04-19,0.22458655603655603,,,,0.0,0.0,0.2857611277611278,hold
2019-04-18,0.11757936507936506,290.02,290.1,68708513.0,-0.0008612670961518631,0.0032161012553169055,0.22458655603655603,hold
2019-04-17,0.2585828206880838,289.45,291.4,58268295.0,-0.001965381697813906,0.004481213374698312,0.11757936507936506,sell
2019-04-16,0.17013000842995663,290.16,290.95,52153197.0,0.002452927966833718,-0.001544269045984814,0.2585828206880838,hold
2019-04-15,0.21360366330440225,289.97,290.24,49596685.0,-0.0006548111386820432,-0.00244028183536682,0.17013000842995663,hold
